lat,lon,idle_start_hour,idle_duration_hr,week_number,cluster
50.891865,-113.91163,8,0.0072194444444444,3,-1
50.8917483,-113.9121416,8,0.5033361111111111,3,-1
50.8917166,-113.9122916,9,1.0766666666666669,3,-1
50.8837133,-113.9826749,10,0.29,3,-1
50.8837583,-113.9840466,10,0.1663888888888889,3,-1
50.8829999,-113.9849016,10,0.0252777777777777,3,-1
50.9447083,-114.128475,11,1.228888888888889,3,0
51.0530683,-114.067195,12,0.0147194444444444,3,-1
51.0530683,-114.067195,13,0.7502777777777778,3,-1
50.9446683,-114.1283283,14,1.718611111111111,3,0
50.867035,-114.0634566,16,1.0630555555555556,3,-1
50.9446583,-114.1283316,17,3.212225,3,0
50.9446016,-114.12819,21,10.567222222222222,3,0
51.04709,-114.05187,8,0.4761111111111111,3,-1
51.0478,-114.0518166,8,0.8566638888888888,3,-1
50.9877516,-114.0283666,10,0.6294444444444445,3,-1
50.9873616,-114.0275233,10,0.0213888888888888,3,-1
50.9581916,-114.0406983,11,0.3558333333333333,3,-1
50.9856,-114.0897066,11,0.3855555555555555,3,1
50.9850983,-114.0709149,12,0.1997249999999999,3,-1
50.9446699,-114.1283766,12,2.653894444444445,3,0
50.9942233,-114.0780766,15,0.0355555555555555,3,-1
50.9941283,-114.0690166,15,0.0016638888888888,3,-1
50.9922499,-114.0501916,15,0.0708333333333333,3,2
50.9203283,-113.9222966,16,0.6052777777777778,3,-1
50.8689016,-113.9808066,17,0.741113888888889,3,-1
50.8703133,-113.9824216,17,0.285,3,-1
50.8689366,-113.9807666,18,0.0147222222222222,3,-1
50.94469,-114.1283383,18,2.8358305555555554,3,0
50.9445883,-114.12846,21,13.413330555555556,3,0
50.89941,-114.0939716,11,0.5486111111111112,3,-1
50.94402,-114.1258249,11,0.5025,3,-1
50.9446633,-114.1258366,12,0.0175,3,-1
50.9446266,-114.1283566,12,2.5330555555555554,3,0
50.944635,-114.1283216,15,41.24083611111112,3,0
50.9922716,-114.0501433,8,0.2258305555555555,3,2
51.0478066,-114.05172,9,0.6986083333333333,3,-1
51.0761233,-114.115785,10,0.1952777777777777,3,-1
51.0141749,-114.1406833,10,0.0430555555555555,3,-1
50.8991716,-114.0931533,10,3.4419444444444443,3,-1
50.9446533,-114.1284616,14,0.6066666666666667,3,0
50.8991866,-114.0931533,15,1.181941666666667,3,-1
50.9446833,-114.1281966,17,3.769441666666667,3,0
50.9536183,-114.1172983,21,0.0283305555555555,3,-1
50.9446066,-114.1282683,21,11.130002777777776,3,0
50.9446433,-114.1278916,8,0.0308361111111111,4,0
51.1417549,-114.1848266,9,0.3047222222222222,4,-1
51.1419016,-114.1860983,9,0.1702805555555555,4,-1
51.1543366,-114.1574333,9,0.0355527777777777,4,-1
51.1556,-114.1562549,10,0.2922194444444444,4,-1
51.0833866,-113.939455,10,0.0144416666666666,4,-1
51.0834916,-113.9389533,10,0.7108305555555555,4,-1
51.08343,-113.939415,11,0.1036111111111111,4,-1
51.0817716,-113.9937166,12,0.3611083333333333,4,-1
50.9923116,-114.0502133,12,0.0455555555555555,4,2
50.9817266,-114.10113,12,0.0630583333333333,4,-1
50.9814983,-114.1009133,13,1.415277777777778,4,-1
50.94463,-114.12819,14,0.8641666666666666,4,0
51.1196849,-114.1856033,16,1.1800027777777775,4,-1
51.0268483,-114.1616733,17,1.5369444444444444,4,-1
50.9446616,-114.1283616,19,12.275833333333331,4,0
50.9446583,-114.1284283,8,0.9566694444444444,4,0
50.9393033,-114.1455766,9,0.1783333333333333,4,3
50.94462,-114.128435,9,2.102225,4,0
50.9446283,-114.128335,11,2.1105555555555555,4,0
50.9446916,-114.1284066,13,0.522225,4,0
50.9855583,-114.0899666,14,0.0219472222222222,4,1
50.9446766,-114.1283766,15,1.3638861111111111,4,0
50.8871483,-113.9739966,16,0.1161111111111111,4,-1
50.8977916,-113.9922599,16,0.0041638888888888,4,-1
50.8929716,-114.03155,16,0.0047194444444444,4,-1
50.8928549,-114.0663783,16,0.0611111111111111,4,-1
50.9446266,-114.128435,17,0.8330555555555555,4,0
50.9411983,-114.1218249,17,0.0030583333333333,4,-1
50.9503816,-114.1096116,18,0.0055527777777777,4,-1
50.95051,-114.095265,18,0.0322222222222222,4,-1
50.9627266,-114.0951983,18,0.0072194444444444,4,-1
51.02214,-114.1178733,18,0.0066666666666666,4,-1
51.057825,-114.1180166,18,0.0008305555555555,4,-1
51.0673866,-114.103745,18,0.1974972222222222,4,-1
51.03873,-114.1886833,18,0.6552777777777777,4,-1
51.10942,-114.20846,19,0.27,4,-1
51.067575,-114.102905,20,0.2186111111111111,4,-1
50.9446366,-114.1282966,21,10.810277777777776,4,0
50.9923216,-114.050135,8,0.0525027777777777,4,2
50.9792566,-114.04334,8,0.5894444444444444,4,-1
50.8871433,-113.9738283,9,1.7286083333333333,4,-1
51.1196866,-114.1857233,11,1.3291666666666666,4,-1
50.9445783,-114.1283766,13,0.9169444444444445,4,0
50.9446716,-114.12839,14,0.9091694444444444,4,0
51.0400166,-114.023615,16,1.1258361111111113,4,-1
50.9239366,-114.084285,18,0.968886111111111,4,-1
50.9349833,-114.1299216,19,0.4008305555555556,4,-1
50.9446366,-114.1284783,19,12.511386111111111,4,0
50.986325,-114.09055,8,0.0066694444444444,4,1
50.9249183,-114.0793699,8,1.2080527777777776,4,-1
51.0503966,-113.99978,10,0.0286111111111111,4,-1
51.050415,-113.999715,10,0.5419416666666667,4,-1
50.9898499,-114.0446033,11,0.0280583333333333,4,-1
51.0040483,-114.05654,11,0.1886138888888889,4,-1
50.9856083,-114.090395,12,0.0302777777777777,4,1
50.9446066,-114.1279,12,0.1608333333333333,4,0
50.9446499,-114.128315,12,22.41305833333333,4,0
50.9446066,-114.1283833,10,0.0055555555555555,4,0
51.0901966,-114.1999966,11,0.02,4,-1
51.0893983,-114.2006566,11,0.1055555555555555,4,-1
51.135165,-114.0752783,12,0.7688888888888888,4,-1
50.9446733,-114.1283633,13,31.69972222222222,4,0
51.0519166,-114.0778533,21,0.4055583333333333,4,-1
50.9446583,-114.1283933,22,10.050555555555556,4,0
50.87092,-113.9588266,9,0.9063916666666668,4,-1
50.8710383,-113.957475,9,0.2119472222222222,4,-1
50.94463,-114.1284333,10,1.9022222222222225,4,0
51.0172116,-113.9818633,12,0.1513888888888888,4,-1
51.0847583,-114.0563516,13,0.3330555555555555,4,-1
50.9893666,-114.0441816,13,0.5161083333333334,4,-1
50.9856183,-114.0898216,14,0.1508333333333333,4,1
50.9446433,-114.12836,14,0.7830527777777777,4,0
51.0522599,-114.0752,16,1.5822222222222222,4,-1
51.00402,-114.0565466,18,0.1966666666666666,4,-1
51.0354016,-114.0426516,18,0.4580527777777777,4,-1
50.944655,-114.128345,19,12.64861111111111,4,0
50.992335,-114.0501783,8,0.0497194444444444,5,2
51.11979,-114.1854433,8,0.8786083333333333,5,-1
51.0372583,-114.1207816,10,0.8097222222222222,5,-1
51.0570049,-114.087765,11,0.0166638888888888,5,-1
51.06688,-114.0629366,11,0.0122222222222222,5,-1
51.0684033,-114.0614683,11,0.0986111111111111,5,-1
51.0893566,-114.02917,11,2.332775,5,-1
50.9855716,-114.0904383,14,0.1722222222222222,5,1
50.9446466,-114.128355,14,1.098886111111111,5,0
51.0400449,-114.02371,16,1.5233333333333334,5,-1
51.0425316,-114.0680383,18,0.0077777777777777,5,-1
51.0396116,-114.097355,18,0.0141666666666666,5,-1
51.0399883,-114.0973866,18,0.2124972222222222,5,-1
51.039905,-114.0974983,18,0.7941638888888888,5,-1
51.012195,-114.1181233,19,0.0036083333333333,5,-1
50.9652633,-114.0953416,19,0.0013861111111111,5,-1
50.9538033,-114.0950066,19,0.0036111111111111,5,-1
50.9505983,-114.1134133,19,0.0008305555555555,5,-1
50.9504733,-114.1174883,19,0.0119416666666666,5,-1
50.9446783,-114.1282966,19,12.088888888888889,5,0
50.9922833,-114.0501116,8,0.0105527777777777,5,2
51.08932,-114.0293183,8,3.922780555555556,5,-1
51.0672299,-114.0786283,13,0.1180527777777777,5,-1
51.0507233,-114.0584333,13,0.4780583333333333,5,-1
51.0439166,-114.0816333,14,0.4025027777777777,5,-1
50.98565,-114.0904333,14,0.0211138888888888,5,1
50.944675,-114.1283499,14,1.0616638888888887,5,0
50.9401316,-114.1450283,16,0.0375027777777777,5,3
51.0355766,-114.0425983,16,0.6502777777777777,5,-1
51.17301,-114.1046966,18,0.7272222222222222,5,-1
51.0239399,-114.13418,19,0.0725,5,-1
51.0239133,-114.1341416,19,0.1930555555555555,5,-1
50.9446783,-114.1282633,20,11.683055555555557,5,0
51.0382783,-114.14001,8,0.1450027777777777,5,-1
51.023885,-114.1341316,8,0.4805555555555555,5,-1
51.0238933,-114.1341016,9,0.8580583333333334,5,-1
51.172985,-114.1047316,10,1.7605583333333334,5,-1
51.1574433,-114.0876666,12,0.1011083333333333,5,-1
51.1574583,-114.0876983,12,0.0469444444444444,5,-1
50.9446116,-114.1283583,13,0.8958333333333334,5,0
50.9856633,-114.09036,14,0.0058333333333333,5,1
50.9446516,-114.1283816,14,1.422225,5,0
50.8870616,-113.973925,16,1.544166666666667,5,-1
50.934995,-114.1298199,18,1.8102777777777777,5,-1
50.944625,-114.1282466,20,15.564166666666669,5,0
50.98129,-114.1004166,12,2.051111111111111,5,-1
50.9446916,-114.12843,14,1.3627749999999998,5,0
50.9446699,-114.1277733,15,0.0355527777777777,5,0
50.9922833,-114.0501516,16,0.0649972222222222,5,2
50.9403583,-113.9733466,16,0.0052777777777777,5,-1
50.9404949,-113.972625,16,0.7694416666666666,5,-1
50.9404633,-113.9733499,17,0.0191638888888888,5,-1
50.9865433,-114.0397,17,0.0008333333333333,5,-1
51.0014583,-114.0482333,17,0.0155555555555555,5,-1
51.0041183,-114.0565649,17,0.3558333333333333,5,-1
51.0857233,-114.1963183,18,0.01,5,-1
51.08521,-114.1959683,18,0.6136138888888889,5,-1
50.94468,-114.1282733,19,42.6875,5,0
50.9248966,-114.079345,14,0.8369472222222223,5,-1
50.9265683,-114.0836983,15,0.0130555555555555,5,-1
50.9390116,-114.14498,15,0.9263888888888888,5,3
50.9570166,-114.1213916,16,0.0969416666666666,5,-1
50.9446766,-114.1283716,17,15.560277777777776,5,0
50.9211183,-114.0787916,9,0.8147194444444443,5,-1
50.8650716,-113.9753933,10,0.0483333333333333,5,-1
50.8644966,-113.9749716,10,0.0122222222222222,5,-1
50.8655983,-113.9752133,10,0.5055583333333333,5,-1
50.9876816,-114.02804,11,0.5241694444444445,5,-1
51.0051249,-113.9875583,11,1.5694527777777778,5,-1
51.0606883,-114.2093066,13,0.0141694444444444,5,-1
51.0615149,-114.2088316,14,0.2886083333333333,5,-1
50.9855983,-114.090405,14,0.0463861111111111,5,1
50.98515,-114.0708983,14,0.0469472222222222,5,-1
50.9858133,-114.0772516,14,0.0088944444444444,5,-1
50.9669483,-114.0952066,15,0.0063888888888888,5,-1
50.950435,-114.1176466,15,0.0330555555555555,5,-1
50.944705,-114.128355,15,1.8416666666666663,5,0
50.9400533,-114.145185,17,0.0344444444444444,5,3
51.1094883,-114.2084933,17,0.0883361111111111,5,-1
51.1574866,-114.087725,18,1.1908333333333334,5,-1
50.944605,-114.1283433,19,12.611666666666666,5,0
51.1507583,-114.1091933,9,0.93,6,-1
51.1512416,-114.1093166,10,0.155,6,-1
51.1702683,-114.109115,10,1.7530555555555556,6,-1
